ID Item;REF;DESCRPCION;Unidad
2031;23622                                             ;PIN R GALV. 2.5Øx64mm LONG.-PASADOR RESO;UND 
2904;25408                                             ;"TE ALUM.L/R 3"" 40279B BTI.";UND 
10991;0010991                                           ;"PIN R GALV.1/16""Øx30mm LONG.-PASADOR RES";UND 
8159;61026 TODCO                                       ;PIN SOPORTE CABLE 61026 TODCO;UND 
2164;2215                                              ;PINTURA EPOXICA BLANCA 43-30-03 -A-.;GAL 
8836;601415 CRAMARO                                    ;"PIÑON #50B18-1"" AGUJ.5/16 601415 CRAMARO";UND 
8843;601410 CRAMARO                                    ;"PIÑON #50BS9-3/4""AGUJ.3/16 601410 CRAMAR";UND 
12992;0012992                                           ;PLACA AC-INOX. 220x140 A3 COLORES;UND 
4689;AB-19309700                                       ;PLACA AC-INOX. XT FABRICADO EN ALUMINIO;UND 
2211;1153-026/1000-691                                 ;PLACA ALUM.GUIA PANEL DEL-DER 1153-026;UND 
2210;1153-027/1000-687                                 ;PLACA ALUM.GUIA PANEL DEL-IZQ 1153-027;UND 
2209;1153-028/1000-690                                 ;PLACA ALUM.GUIA PANEL TRAS-DER 1153-028;UND 
2212;1153-029/1000-688                                 ;PLACA ALUM.GUIA PANEL TRAS-IZQ. 1153-029;UND 
2180;732                                               ;PLACA CAMBIO BUJE BALANCIN ROMARCO.;UND 
2192;18384                                             ;PLACA CARACT.EQ-NAL 3E EH0200800;UND 
2193;EH-0200700(PBV52000)-18383                        ;PLACA CARACT.EQ-NAL EH-0200700(PBV52000);UND 
12301;EH-0200700-B-012301                               ;PLACA CARACTERIS.PBV48000Kg EH-0200700-B;UND 
2181;733                                               ;PLACA CARACTERISTICA MODELO VIEJO;UND 
2199;128                                               ;PLACA DE CAUCHO EJE EK-1102500.;UND 
2200;1995                                              ;PLACA DE CAUCHO EK-1001770 (814-00).;UND 
2201;EK-0105500                                        ;PLACA DE DESLIZAMIENTO COD:EK-0105500.;UND 
2204;19023                                             ;PLACA DESGASTE PLASTICA 6372 HEIL.;UND 
11465;EH-0201400                                        ;PLACA ESPECIFICAC.XT DOT -EXP-EH-0201400;UND 
2224;514                                               ;PLACA SUJECION GRAPA COD:EK-0100600.;UND 
2225;FW68-0512                                         ;PLACA SUJECION GRAPA FW68-0512 FUWA.;UND 
2229;6074                                              ;PLACA TORQUE SUSP.REYCO.;UND 
12250;012250                                            ;"PLATINA AC.LC.1_1/2""x3/16"".";kg  
79;663                                               ;"PLATINA AC.SAE1016 LC 2""x1/4"".";kg  
2236;14340                                             ;"PLATINA AC.SAE1016 LC.1""x3/8"".";Kg  
2241;997                                               ;"PLATINA AC.SAE1016 LC.3""x3/8"".";Kg  
77;1798                                              ;"PLATINA AC.SAE-1035 5""x3/4""";kg  
2245;24789                                             ;"PLATINA ALUM.2_1/2""x1/8"" P128.";m   
4137;25982                                             ;"PLATINA ALUM.4""x1/4"" PL-0060 6061-T6";m   
7511;2101131-ADAICO                                    ;PLATINA ALUM.P/SOPORTE LAT. 2101131;UND 
7118;0007118                                           ;PLATINA POLIETILENO 10mm x 50mm.;m   
7215;0007215                                           ;PLATINA POLIETILENO 10mm x 65mm.;m   
13925;0013925                                           ;PLATINA POLIETILENO 10mm x 70mm.;m   
7804;07804                                             ;PLATINA POLIETILENO 15mm x 70mm.;m   
13330;0013330                                           ;PLATINA POLIETILENO 20mm x 70mm.;m   
12357;0012357                                           ;PLATINA TEKNILON UHMW 15mmESPx40mmANCHO;m   
12356;0012356                                           ;PLATINA TEKNILON UHMW 15mmESPx75mmANCHO;m   
14399;0014399                                           ;PLATINA TEKNILON UHMW 15mmESPx80mmANCHO;m   
10884;0010884                                           ;PLATINA TEKNILON UHMW 19mmESPx70mmANCHO;m   
10074;0010074                                           ;PLATINA TEKNILON UHMW 20mmESPx80mmANCHO;m   
14101;0014101                                           ;PLATINA TEKNILON UHMW 6mmESPx40mmANCHO;m   
2247;1153-024/1000-646                                 ;PLATO CARRILERA CENTRAL DER. 1153-024;UND 
2248;1153-025/1000-686                                 ;PLATO CARRILERA CENTRAL IZQ. 1153-025;UND 
2249;24797-027                                         ;PLATO SOPORTE FLUIDIZADOR A-207.BTI.;UND 
10969;950294 W&CH                                       ;PLATO SUPERIOR BOLSA 950294 W&CH;UND 
11508;0011508                                           ;POLIETILENO ALTA DENS. HDPE 4x853x2500mm;UND 
12498;0012498                                           ;POLIETILENO ALTA DENS. HDPE 4x854x2640mm;UND 
13342;0013342                                           ;POLIETILENO ALTA DENS. HDPE 4x856x2740mm;UND 
3739;3739                                              ;POLIURETANO ALTOS SOLIDOS (GENERICO);GAL 
3740;25733                                             ;POLIURETANO BLANCO IMRON ELITE AXALTA;GAL 
2268;1801                                              ;PORTAFUSIBLE AEREO DE PASTA NEGRA.;UND 
5407;05407                                             ;PORTA-REPUESTO LLANTA CJ INDSTRY;UND 
2271;25040                                             ;"POSTE ESQUINERO 4x4.31x179.75""";UND 
8250;POSTEFRONTGM-1                                    ;"POSTE FRONT AL EXT 101"" AIRIBUZ -GAMI-";UND 
8249;POSTEINTGM                                        ;POSTE INT AL EXT 2.50 MT  AIRIBUZ -GAMI-;UND 
14263;0014263                                           ;POWER BEYOND -MANDO ROSS-;UND 
4504;25737                                             ;"POZUELO AC.INOX.304 4"" SU25188SL BETTS.";UND 
4778;SU25535SL                                         ;"POZUELO AC.INOX-304 6"" SU25535SL BETTS.";UND 
4485;25508                                             ;"POZUELO ALUMINIO 3"" SU25187AL BETTS.";UND 
4503;25736                                             ;"POZUELO ALUMINIO 4"" SU25188AL BETTS.";UND 
2277;2480                                              ;"PRENSA CABLE AC.1/4"" T/PESADO.";UND 
2279;16546                                             ;"PRENSA CABLE AC.3/16"" T/PESADO.";UND 
2280;17642                                             ;"PRENSA CABLE AC.3/4"" T/PESADO.";UND 
2282;1957                                              ;"PRENSA CABLE AC.5/16"" G450 1010079 CROSB";UND 
2284;6824 (6-12mmØ)x1/2                                ;PRENSAESTOPA IP-68 PG-13.5(12mmØ)x1/2NPT;UND 
13826;0013826                                           ;PRESOSTATO DE 100 PSI CB26100;UND 
2286;KIT (A-3/4 + B-3/4)                               ;PRIMER EPOX.BLANCO 2K A+B PINTECH;GAL 
4531;25908 PINTUNAL:6072(A)+6092(B) LEMBER:270011(A)+VC;PRIMER EPOXICO A+B (GENERICO);GAL 
7293;94 PARA CINTAS 3M                                 ;PRIMER PARA CINTA ACX PLUS 7065 TECSA;Lt  
5636;823SM DUPONT                                      ;PRIMER PRIME'N SEAL 823SM DUPONT.;Lt  
14526;0014526                                           ;PRIMER PROMOTOR ADHESIVO SOFTPRINT;Lt  
14096;0014096                                           ;PROMOTOR DE ADHERENCIA;GAL 
12461;0012461                                           ;"PROTECTOR COLA MARRANO 3/8"" ESPIRALETO.";m   
5650;3/4 TOUGHSHELL PRIMED DOOR                        ;PUERTA ROLL UP 3/4 TOUGHSHELL TODCO;UND 
2299;24966-008                                         ;"PUERTA TUBO MANGUERA 8""+LOGO B-HTD8 BTI.";UND 
10071;0010071                                           ;PULSADOR MCE-T/12V-24V DUAL VOLT LIFT AX;UND 
81;20233                                             ;PURGADOR AIRE -MANUAL- 1/4NPTF x2.4m C/U;UND 
5155;0005155                                           ;PURGADOR MANUAL 1/8NPT CIL.HIDR.BLEEDER;UND 
4964;15340-ADAICO.                                     ;PVC ADA-SLIDER 2000mm 0902064;m   
2303;GL-15524 JIAXING GANLAND - 1404143 ADAICO-16206   ;PVC SUPERIOR (BOTA-AGUA)GL-15524 -(m)-;m   
2304;17609                                             ;PVC SUPERIOR.Rx14m. 1404170 ADAICO.;m   
4629;15354                                             ;PVC SUPERIOR.Rx16.5m. 1404170 ADAICO.;m   
8807;1001321/JSK38C1-2 JOST                            ;"QUINTA RUEDA 2"" H=190mm JSK38C1-2 JOST.";UND 
2306;98                                                ;"RACOR 500 1/2""Ø ANILLO (B-60).";UND 
2308;3318                                              ;"RACOR 500 3/8""Ø ANILLO.";UND 
2310;101                                               ;"RACOR 501 3/8""Ø (TUERCA)";UND 
6360;0006360                                           ;"RACOR 502 1/4""Ø (UNION).";UND 
2312;103                                               ;"RACOR 502 3/8""Ø (UNION)";UND 
2313;21811                                             ;"RACOR 502 5/8""Ø (UNION).";UND 
2316;1078                                              ;"RACOR 504 3/8""Ø (TE).";UND 
2320;2013                                              ;"RACOR 507 1/2""x1/2""NPT.";UND 
2321;2012                                              ;"RACOR 507 1/2""x3/8""NPT RECTO (B-68).";UND 
10781;0010781                                           ;"RACOR 507 1/4""ODx1/4""NPT";UND 
2324;106                                               ;"RACOR 507 3/8""x1/4""NPT";UND 
2326;107                                               ;"RACOR 507 3/8""x3/8""NPT";UND 
11168;0011168                                           ;"RACOR 508 1/2""x1/2""NPT CODO-90° (B-69).";UND 
2328;2019                                              ;"RACOR 508 1/2""x3/8""NPT CODO-90° (B-69).";UND 
2330;108                                               ;"RACOR 508 1/4""x1/8""NPT.";UND 
2331;167                                               ;"RACOR 508 3/8""x1/4""NPT.";UND 
2332;2224                                              ;"RACOR 508 3/8""x1/8""NPT.";UND 
2333;166                                               ;"RACOR 508 3/8""x3/8""NPT CODO-90° (B-69).";UND 
2339;180                                               ;"RACOR 540 1/4""NPT -TAPON-.";UND 
2340;181                                               ;"RACOR 540 1/8""NPT -TAPON-.";UND 
2343;9346                                              ;"RACOR 541 1/2""NPTx1/8""NPT.";UND 
2344;183                                               ;"RACOR 541 1/2""NPTx3/8""NPT.";UND 
2346;18900                                             ;"RACOR 541 3/4""NPTx1/2""NPT.";UND 
1117;23351                                             ;CONVERTIDOR REGULADOR 24VA12VA20AMP;UND 
2347;3072                                              ;"RACOR 541 3/4""NPTx1/4""NPT.";UND 
2348;185                                               ;"RACOR 541 3/4""NPTx3/8""NPT NMF 06-03";UND 
2349;186                                               ;"RACOR 541 3/8""NPTx1/4""NPT.";UND 
84;9540                                              ;"RACOR 544 A 1/2""NPTx3/8""NPT NCM 04-03";UND 
2351;NCM N04-N04                                       ;"RACOR 544-A 1/2""NPTx1/2""NPT NCM N04-N04";UND 
2353;15038                                             ;"RACOR 544-A 1/4""NPTx1/8""NPT.";UND 
2354;1978                                              ;"RACOR 544-A 3/8""NPTx1/4""NPT.";UND 
2355;1352                                              ;"RACOR 544-A 3/8""NPTx3/8""NPT NCM 03-03";UND 
4378;15469                                             ;RACOR 545 1/2NPT x 1/2NPT. (CODO).;UND 
13458;0013458                                           ;"RACOR 545 1/4""NPT-HEMBRAx3/8""NPT-MACHO";UND 
2356;816                                               ;"RACOR 545 1/4""NPTx1/4""NPT.";UND 
2357;2111                                              ;"RACOR 545 1/8""NPTx1/8""NPT NLMF 01";UND 
9707;0009707                                           ;"RACOR 545 3/8""NPT-HEMBRAx1/4""NPT-MACHO";UND 
2358;23601                                             ;"RACOR 545 3/8""NPT-Hx16mmP-1.5-MACHO(KIT)";UND 
85;1169                                              ;"RACOR 545 3/8""NPTx3/8""NPT NLMF 03";UND 
12195;0012195                                           ;"RACOR 547 1/2""NPT-HEMBRAx1/4""NPT-MACHO.";UND 
2359;3609                                              ;"RACOR 547 1/2""NPT-HEMBRAx3/8""NPT-MACHO.";UND 
2360;2238                                              ;"RACOR 547 1/4""NPT-HEMBRAx1/4""NPT-MACHO.";UND 
2362;13784                                             ;"RACOR 547 1/8""NPT-HEMBRAx1/8""NPT-MACHO.";UND 
11505;0011505                                           ;"RACOR 547 3/8""NPT-HEMBRAx1/8""NPT-MACHO.";UND 
13563;0013563                                           ;"RACOR CODO H-H 3/8""NPTx3/8""NPT NLF 03";UND 
2368;17165                                             ;"RACOR CRUCETA 3/8""NPT.(B-102)";UND 
10566;MPMM 1/2-N04 XHNOTION -PASAMURO-                  ;RACOR RAP.P/M 1/2ODx1/2NPT-M MPMM1/2-N04;UND 
2376;21821                                             ;"RACOR RAP.RECT.1/2""ODx1/2""NPT MPC1/2-N04";UND 
12624;0012624                                           ;RACOR RAP.RECT1/2ODx1/2NPT-H MPMF1/2-N04;UND 
12623;0012623                                           ;RACOR RAP.RECT3/8ODx1/2NPT-H MPMF3/8-N04;UND 
10565;MPMF 3/8-N03 XHNOTION -                           ;RACOR RAP.RECT3/8ODx3/8NPT-H MPMF3/8-N03;UND 
12721;MPB1/4-N02                                        ;RACOR RAP.TE 1/4ODx1/4NPT MPB1/4-N02;UND 
90;15607                                             ;"RACOR RAP.TE 3/8""ODx3/8NPT-LAT.MPD3/8N03";UND 
2389;15262                                             ;RACOR RAP.TE 3/8Øx3/8NPT-CENT BPB3/8-N03;UND 
11174;MPM 3/8 XHNOTION -PASAMURO-                       ;"RACOR RAP.UNION P/M 3/8ODx3/8OD MPM 3/8""";UND 
12627;0012627                                           ;RACOR RAPID CODO 1/2ODx1/2NPT MPL1/2-N04;UND 
86;20351                                             ;RACOR RAPID CODO 1/2ODx3/8NPT MPL1/2-N03;UND 
2374;6894                                              ;RACOR RAPID CODO 3/8ODx1/4NPT MPL3/8-N02;UND 
2375;15214                                             ;RACOR RAPID CODO 3/8ODx1/8NPT MPL3/8-N01;UND 
87;1235                                              ;RACOR RAPID CODO 3/8ODx3/8NPT MPL3/8-N03;UND 
88;20364                                             ;RACOR RAPID RECT 1/2ODx3/8NPT MPC1/2-N03;UND 
2378;20403                                             ;RACOR RAPID RECT 1/4ODx1/4NPT MPC1/4-N02;UND 
2382;8839                                              ;RACOR RAPID RECT 3/8ODx1/4NPT MPC3/8-N02;UND 
2384;1236                                              ;RACOR RAPID RECT 3/8ODx3/8NPT MPC3/8-N03;UND 
2383;"MPC 3/8""-N01                                      ";"RACOR RAPID.REC.3/8""ODx1/8NPT MPC3/8-N01";UND 
2370;19216                                             ;"RACOR RAPIDO CODO 90° 1/2""ODx1/4""NPT.";UND 
2371;20402                                             ;"RACOR RAPIDO CODO 90° 1/4""ODx1/4""NPT.";UND 
2372;1072                                              ;"RACOR RAPIDO CODO 90° 1/4""ODx1/8""NPT.";UND 
2373;21920                                             ;"RACOR RAPIDO CODO 90° 1/4""ODx3/8""NPT.";UND 
2379;21526                                             ;"RACOR RAPIDO RECTO 1/4""ODx1/8""NPT.";UND 
2380;1073                                              ;"RACOR RAPIDO RECTO 12mmODx3/8""NPT.";UND 
4432;22707                                             ;"RACOR RAPIDO RECTO 5/16""ODx1/4NPT.";UND 
